date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:08:29	14409/14409	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Apr%202025%2012:08:25%20GMT	https://help.getkello.com/article/68-how-to-enable-multicast-and-upnp-on-my-router	help.getkello.com/article/68-how-to-enable-multicast-and-upnp-on-my-router.html	(from https://help.getkello.com/)
14:08:29	12444/12444	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Apr%202025%2012:08:26%20GMT	https://help.getkello.com/article/37-my-kello-is-completely-unresponsive	help.getkello.com/article/37-my-kello-is-completely-unresponsive.html	(from https://help.getkello.com/)
14:08:29	14695/14695	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Apr%202025%2012:08:26%20GMT	https://help.getkello.com/article/13-setting-up-your-kello	help.getkello.com/article/13-setting-up-your-kello.html	(from https://help.getkello.com/)
14:08:31	117042/117042	---MCZ	200	added ('OK')	text/css	etag:%2239a5a7b97fd6e4aad8fe8f89b35bb4438571a791%22	http://d3eto7onm69fcz.cloudfront.net/assets/stylesheets/launch-1745974517567.css	d3eto7onm69fcz.cloudfront.net/assets/stylesheets/launch-1745974517567.css	(from https://help.getkello.com/article/40-creating-an-alarm-using-spotify-deezer-tidal-soundcloud-or-radio)
14:08:32	12526/12526	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Apr%202025%2012:08:27%20GMT	https://help.getkello.com/article/59-how-to-setup-kello-with-ifttt	help.getkello.com/article/59-how-to-setup-kello-with-ifttt.html	(from https://help.getkello.com/)
14:08:35	78143/78143	---M--	200	added ('OK')	image/png	etag:%22b4ed47a35e93de0f9324bede4866839d%22	http://d33v4339jhl8k0.cloudfront.net/docs/assets/58cba81b2c7d3a79f5f8d1fa/images/58d37ed3dd8c8e7f5974d0bb/file-zQOxiuGRsi.png	d33v4339jhl8k0.cloudfront.net/docs/assets/58cba81b2c7d3a79f5f8d1fa/images/58d37ed3dd8c8e7f5974d0bb/file-zQOxiuGRsi.png	(from https://help.getkello.com/article/40-creating-an-alarm-using-spotify-deezer-tidal-soundcloud-or-radio)
14:08:41	74053/74053	---M--	200	added ('OK')	image/png	etag:%22eced7dd05cbdc99fbd32b4d6270752c9%22	http://d33v4339jhl8k0.cloudfront.net/docs/assets/58cba81b2c7d3a79f5f8d1fa/images/58d37f082c7d3a79f5f8f442/file-VZPcaOW4uB.png	d33v4339jhl8k0.cloudfront.net/docs/assets/58cba81b2c7d3a79f5f8d1fa/images/58d37f082c7d3a79f5f8f442/file-VZPcaOW4uB.png	(from https://help.getkello.com/article/40-creating-an-alarm-using-spotify-deezer-tidal-soundcloud-or-radio)
14:08:43	11937/11937	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Apr%202025%2012:08:30%20GMT	https://help.getkello.com/category/10-general-questions	help.getkello.com/category/10-general-questions.html	(from https://help.getkello.com/)
14:08:44	12770/12770	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Apr%202025%2012:08:30%20GMT	https://help.getkello.com/article/50-how-to-hard-reset-kello	help.getkello.com/article/50-how-to-hard-reset-kello.html	(from https://help.getkello.com/)
14:08:44	12588/12588	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Apr%202025%2012:08:30%20GMT	https://help.getkello.com/article/36-my-kello-always-displays-the-loading-bar	help.getkello.com/article/36-my-kello-always-displays-the-loading-bar.html	(from https://help.getkello.com/)
14:08:44	14138/14138	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Apr%202025%2012:08:30%20GMT	https://help.getkello.com/category/11-troubleshooting	help.getkello.com/category/11-troubleshooting.html	(from https://help.getkello.com/)
14:08:44	12858/12858	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Apr%202025%2012:08:30%20GMT	https://help.getkello.com/category/9-using-kello	help.getkello.com/category/9-using-kello.html	(from https://help.getkello.com/)
14:08:44	11516/11516	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Apr%202025%2012:08:31%20GMT	https://help.getkello.com/category/49-how-tos	help.getkello.com/category/49-how-tos.html	(from https://help.getkello.com/)
14:08:46	979/979	---M--	200	added ('OK')	image/png	etag:%22a2ebfa56e0514c343e658fdb16f9d389%22	http://d33v4339jhl8k0.cloudfront.net/docs/assets/58cba81b2c7d3a79f5f8d1fa/images/58d399c6dd8c8e7f5974d19d/file-4cwR8vINCk.png	d33v4339jhl8k0.cloudfront.net/docs/assets/58cba81b2c7d3a79f5f8d1fa/images/58d399c6dd8c8e7f5974d19d/file-4cwR8vINCk.png	(from https://help.getkello.com/article/40-creating-an-alarm-using-spotify-deezer-tidal-soundcloud-or-radio)
14:08:47	1783/1783	---M--	200	added ('OK')	image/png	etag:%2219d6a7f85eae82c4b517adda73e6d825%22	http://d33v4339jhl8k0.cloudfront.net/docs/assets/58cba81b2c7d3a79f5f8d1fa/images/5912e00d0428634b4a3300a6/file-XGJdsARJKL.png	d33v4339jhl8k0.cloudfront.net/docs/assets/58cba81b2c7d3a79f5f8d1fa/images/5912e00d0428634b4a3300a6/file-XGJdsARJKL.png	(from https://help.getkello.com/article/57-i-dont-see-wi-fi-on-my-kello)
14:08:57	117042/117042	---MCZ	200	added ('OK')	text/css	etag:%2239a5a7b97fd6e4aad8fe8f89b35bb4438571a791%22	http://d3eto7onm69fcz.cloudfront.net/assets/stylesheets/launch-1746000703768.css	d3eto7onm69fcz.cloudfront.net/assets/stylesheets/launch-1746000703768.css	(from https://help.getkello.com/article/28-when-connecting-my-kello-to-my-wi-fi-network-i-have-an-error)
14:08:59	18044/18044	---M--	200	added ('OK')	image/png	etag:%223050455fee58553946c8af57473e0d28%22	http://d33v4339jhl8k0.cloudfront.net/docs/assets/58cba81b2c7d3a79f5f8d1fa/images/591935790428634b4a331f18/file-tfKnK6LPLF.png	d33v4339jhl8k0.cloudfront.net/docs/assets/58cba81b2c7d3a79f5f8d1fa/images/591935790428634b4a331f18/file-tfKnK6LPLF.png	(from https://help.getkello.com/article/57-i-dont-see-wi-fi-on-my-kello)
14:09:09	28833/28833	---M--	200	added ('OK')	image/png	etag:%22f7898306da3ad5bec486413db8ca9270%22	http://d33v4339jhl8k0.cloudfront.net/docs/assets/58cba81b2c7d3a79f5f8d1fa/images/58ddd60cdd8c8e5c57310169/file-YE3JvZr7dQ.png	d33v4339jhl8k0.cloudfront.net/docs/assets/58cba81b2c7d3a79f5f8d1fa/images/58ddd60cdd8c8e5c57310169/file-YE3JvZr7dQ.png	(from https://help.getkello.com/article/28-when-connecting-my-kello-to-my-wi-fi-network-i-have-an-error)
14:09:10	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Apr%202025%2012:09:09%20GMT	http://www.getkello.com/contact	www.getkello.com/contact.22.delayed	(from https://help.getkello.com/article/28-when-connecting-my-kello-to-my-wi-fi-network-i-have-an-error)
14:09:14	117042/117042	---MCZ	200	added ('OK')	text/css	etag:%2239a5a7b97fd6e4aad8fe8f89b35bb4438571a791%22	http://d3eto7onm69fcz.cloudfront.net/assets/stylesheets/launch-1746007370267.css	d3eto7onm69fcz.cloudfront.net/assets/stylesheets/launch-1746007370267.css	(from https://help.getkello.com/article/72-setup-my-kello-manually)
14:09:20	80320/80320	---M--	200	added ('OK')	image/png	etag:%22d1d75cbc95dd1803013052ad6bbbbdb5%22	http://d33v4339jhl8k0.cloudfront.net/docs/assets/58cba81b2c7d3a79f5f8d1fa/images/592417792c7d3a074e8abb6e/file-hjizz4uxUM.png	d33v4339jhl8k0.cloudfront.net/docs/assets/58cba81b2c7d3a79f5f8d1fa/images/592417792c7d3a074e8abb6e/file-hjizz4uxUM.png	(from https://help.getkello.com/article/57-i-dont-see-wi-fi-on-my-kello)
14:09:21	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Apr%202025%2012:09:20%20GMT	http://www.getkello.com/support	www.getkello.com/support.25.delayed	(from https://help.getkello.com/article/68-how-to-enable-multicast-and-upnp-on-my-router)
